Genome	D300242.digesta_deep Covered Bases	D300243.digesta_deep Covered Bases	D300244.digesta_deep Covered Bases	D300245.digesta_deep Covered Bases	D300246.digesta_deep Covered Bases	D300247.digesta_deep Covered Bases	D300248.digesta_deep Covered Bases	D300249.digesta_deep Covered Bases	D300250.digesta_deep Covered Bases	D300251.digesta_deep Covered Bases	D300252.digesta_deep Covered Bases	D300253.digesta_deep Covered Bases	D300254.digesta_deep Covered Bases	D300255.digesta_deep Covered Bases	D300256.digesta_deep Covered Bases	D300257.digesta_deep Covered Bases	D300258.digesta_deep Covered Bases	D300259.digesta_deep Covered Bases	D300260.digesta_deep Covered Bases	D300261.digesta_deep Covered Bases	D300262.digesta_deep Covered Bases	D300263.digesta_deep Covered Bases	D300264.digesta_deep Covered Bases	D300265.digesta_deep Covered Bases	D300271.faeces_shallow Covered Bases	D300272.faeces_shallow Covered Bases	D300273.faeces_shallow Covered Bases	D300274.faeces_shallow Covered Bases	D300275.faeces_shallow Covered Bases	D300276.faeces_shallow Covered Bases	D300277.faeces_shallow Covered Bases	D300278.faeces_shallow Covered Bases	D300279.faeces_shallow Covered Bases	D300280.faeces_shallow Covered Bases	D300281.faeces_shallow Covered Bases	D300282.faeces_shallow Covered Bases	D300283.faeces_shallow Covered Bases	D300284.faeces_shallow Covered Bases	D300285.faeces_shallow Covered Bases	D300286.faeces_shallow Covered Bases	D300287.faeces_shallow Covered Bases	D300288.faeces_shallow Covered Bases	D300289.faeces_shallow Covered Bases	D300290.faeces_shallow Covered Bases	D300291.faeces_shallow Covered Bases	D300292.faeces_shallow Covered Bases	D300293.faeces_shallow Covered Bases	D300294.faeces_shallow Covered Bases	D300295.faeces_shallow Covered Bases	D300296.faeces_shallow Covered Bases	D300297.faeces_shallow Covered Bases	D300298.faeces_shallow Covered Bases	D300299.faeces_shallow Covered Bases	D300300.faeces_shallow Covered Bases	D300301.faeces_shallow Covered Bases	D300302.faeces_shallow Covered Bases	D300303.faeces_shallow Covered Bases	D300304.faeces_shallow Covered Bases	D300305.faeces_shallow Covered Bases	D300306.faeces_shallow Covered Bases	D300307.faeces_shallow Covered Bases	D300308.faeces_shallow Covered Bases	D300309.faeces_shallow Covered Bases	D300310.faeces_shallow Covered Bases	D300311.faeces_shallow Covered Bases	D300312.faeces_shallow Covered Bases	D300313.faeces_shallow Covered Bases	D300314.faeces_shallow Covered Bases	D300315.faeces_shallow Covered Bases	D300316.faeces_shallow Covered Bases	D300317.faeces_shallow Covered Bases	D300318.faeces_shallow Covered Bases	D300319.faeces_shallow Covered Bases	D300320.faeces_shallow Covered Bases	D300321.faeces_shallow Covered Bases	D300322.faeces_shallow Covered Bases	D300323.faeces_shallow Covered Bases	D300324.faeces_shallow Covered Bases	D300325.faeces_shallow Covered Bases	D300326.faeces_shallow Covered Bases	D300327.faeces_shallow Covered Bases	D300328.faeces_shallow Covered Bases	D300329.faeces_shallow Covered Bases	D300330.faeces_shallow Covered Bases	D300331.faeces_shallow Covered Bases	D300332.faeces_shallow Covered Bases	D300333.faeces_shallow Covered Bases	D300334.faeces_shallow Covered Bases	D300335.faeces_shallow Covered Bases	D300336.faeces_shallow Covered Bases	D300337.faeces_shallow Covered Bases	D300338.faeces_shallow Covered Bases	D300339.faeces_shallow Covered Bases	D300340.faeces_shallow Covered Bases	D300341.faeces_shallow Covered Bases	D300342.faeces_shallow Covered Bases	D300343.faeces_shallow Covered Bases	D300344.faeces_shallow Covered Bases	D300345.faeces_shallow Covered Bases	D300346.faeces_shallow Covered Bases	D300347.faeces_shallow Covered Bases	D300348.faeces_shallow Covered Bases	D300349.faeces_shallow Covered Bases	D300350.faeces_shallow Covered Bases	D300351.faeces_shallow Covered Bases	D300352.faeces_shallow Covered Bases	D300353.faeces_shallow Covered Bases	D300354.faeces_shallow Covered Bases	D300355.faeces_shallow Covered Bases	D300356.faeces_shallow Covered Bases	D300357.faeces_shallow Covered Bases	D300358.faeces_shallow Covered Bases	D300359.faeces_shallow Covered Bases	D300360.faeces_shallow Covered Bases	D300361.faeces_shallow Covered Bases	D300362.faeces_shallow Covered Bases	D300363.faeces_shallow Covered Bases	D300364.faeces_shallow Covered Bases	D300365.faeces_shallow Covered Bases	D300366.faeces_shallow Covered Bases	D300367.faeces_shallow Covered Bases	D300368.faeces_shallow Covered Bases	D300369.faeces_shallow Covered Bases	D300370.faeces_shallow Covered Bases	D300371.faeces_shallow Covered Bases	D300372.faeces_shallow Covered Bases	D300373.faeces_shallow Covered Bases	D300374.faeces_shallow Covered Bases	D300375.faeces_shallow Covered Bases	D300376.faeces_shallow Covered Bases	D300377.faeces_shallow Covered Bases	D300378.faeces_shallow Covered Bases	D300379.faeces_shallow Covered Bases	D300380.faeces_shallow Covered Bases	D300381.faeces_shallow Covered Bases	D300382.faeces_shallow Covered Bases	D300383.faeces_shallow Covered Bases	D300384.faeces_shallow Covered Bases	D300385.faeces_shallow Covered Bases	D300386.faeces_shallow Covered Bases	D300387.faeces_shallow Covered Bases	D300388.faeces_shallow Covered Bases	D300389.faeces_shallow Covered Bases	D300390.faeces_shallow Covered Bases	D300391.faeces_shallow Covered Bases	D300392.faeces_shallow Covered Bases	D300393.faeces_shallow Covered Bases
TJ2:bin_000209	1208835	676932	999244	939850	1141574	1473380	309192	667043	460004	1472593	268797	944248	1133784	220937	1183615	767702	1117190	1186813	1065915	1243442	388202	391773	250354	1444881	1266142	0	1090	0	14369	0	13755	567	180805	391	8833	26307	341911	174973	409944	652	151907	32236	17177	16110	17463	172621	1431	6538	662	991	815	62611	11050	28454	3621	27282	70607	11550	105048	241818	121011	281037	249023	178152	139047	90727	83905	131705	12592	16991	63349	66741	71704	10421	51226	18611	61192	75099	152795	611516	71036	226274	114390	28065	261324	293651	55055	42783	147388	117939	44729	78620	185263	39384	37061	5674	5705	289242	20843	22182	8737	112001	223029	40304	39477	60699	88789	28197	100613	17822	69093	240827	15237	363565	73613	3270	30981	67900	8693	34311	131032	40126	270782	3756	184474	59518	191362	52405	68444	69389	245712	14820	38437	37575	156602	42900	49192	59275	33610	47294	101693	37754	407035	10450	7321	1530	0
TJ2:bin_000214	856829	108752	134659	1099025	1139419	1062433	149372	47537	191078	28804	928599	876481	1298491	502582	1582066	928389	195162	631777	252713	1373266	4744	387534	39046	661742	1351607	0	46895	0	172914	0	309839	5931	122034	2535	6211	1041	71604	59019	171132	3163	106530	16566	43402	2178	253726	107744	3028	942	165560	90028	2766	66605	38558	7367	15612	2823	113585	23997	247396	33654	8752	199008	149842	6308	63896	451687	283387	1684	108076	31684	31057	3499	189939	253295	3906	5896	53802	330644	113971	164919	102252	5636	4564	79559	3758	187964	232172	21359	555789	145506	87246	34995	266861	128078	193356	45964	1512	94944	158334	38282	191890	191981	1624	122413	215187	131521	106802	132481	2988	0	189452	29811	13285	570973	143540	1326	108466	112020	319979	157552	9159	64282	61034	96180	182365	92524	58061	211555	90223	45064	58358	70464	29805	103860	15912	4659	31495	733011	89355	87010	133078	85950	81147	292595	1857	0	300
TJ2:bin_000217	692160	995393	929808	873852	1186003	829443	865705	1005146	904190	1185034	108969	1080499	623845	820256	202712	1080245	1083575	965403	855665	855946	1121061	490627	298496	1076717	471060	0	1384	0	11957	0	4915	453	296669	150	3433	4740	43559	106119	114072	818	151652	7400	3552	44912	24381	320618	334	2805	5840	10513	4187	50009	6909	9188	4794	16487	248997	7252	141673	13391	16211	140213	96304	63903	74517	152487	196668	10624	31553	13120	111235	187371	147320	10576	7159	4393	99491	17976	218230	417513	146124	216274	185790	31089	221896	77403	177491	117801	158536	64134	65034	52126	75559	8970	107205	4265	1153	24210	26016	23299	7113	26468	7851	73373	93784	21682	99407	8039	80929	20466	261791	87759	5842	244415	48357	6665	93535	115254	45481	11141	77963	75507	25037	18459	119996	195546	87264	96422	104582	156324	133324	8982	71121	78638	8749	66905	119714	57854	153581	167064	33922	126285	398365	59936	2156	352	0
TJ2:bin_000220	738409	1818391	684340	674532	83464	1032896	1025051	2057707	130823	445488	2427434	69375	953302	220808	405146	977023	1450246	1239724	9421	851564	839904	1290953	777802	15673	10438	0	36577	0	4498	0	9929	6136	6730	1010	22418	8113	2212	100620	1857	5516	2846	27809	5363	18856	31410	23616	11515	35764	12749	21695	6659	41352	36959	13006	65300	56103	280228	18149	115813	42648	182510	69140	45959	77179	53269	42398	33722	357896	70075	11435	48670	104806	21468	12633	80831	27773	129762	432830	7457	35297	18793	96021	331772	303963	83601	63043	92842	71374	11618	17979	15143	118572	79978	5148	48879	28679	3567	6368	14004	81313	32811	23905	3342	100604	46418	61119	159402	3072	115944	450	47979	50250	65285	153767	185249	54180	288706	40804	38199	150997	22584	197773	7711	1275	22931	54197	63170	133008	50086	8401	66881	63202	144713	75555	42610	202288	237208	155736	73313	80948	192822	28003	1141	43001	45745	4291	0
TJ2:bin_000225	679986	606413	844269	919934	986994	900505	515617	983487	988661	979497	974432	888618	943241	669349	799857	935080	138179	811740	200120	954640	939890	947987	103595	1007199	895189	0	1034	0	35590	0	11884	383	80822	0	1750	14035	22779	237595	102950	214	132494	25415	26018	9921	23266	214948	849	9298	750	25616	79	58255	15683	34884	27752	12982	156515	21066	185024	13432	116673	30577	147603	193619	90117	261088	191015	11683	61385	12196	19983	56504	347999	69448	19106	8143	210053	163027	85330	141908	103053	17089	181886	24966	69266	48327	69114	32438	336986	107509	265603	172848	64626	40255	156097	8257	4081	54855	114098	6742	126768	186903	1229	118674	28101	317693	233584	42020	60014	4507	65949	42548	6228	205611	99813	2074	57500	171110	54873	27040	83699	117159	39017	9205	81190	80448	42729	222199	80980	294822	73312	195040	22888	52669	19607	222930	65001	267482	151437	145408	127482	71157	125877	223307	3137	0	282
TJ2:bin_000226	925397	579074	1045062	643617	421281	1106919	886947	717456	532132	1078803	951140	545631	745622	638482	1101343	585731	1346367	647217	507732	765849	1170087	574711	758487	916277	756414	0	7564	0	97183	0	115773	410	83133	791	203094	43228	67966	116947	92616	0	98747	59198	69216	172247	171831	67837	246387	241422	284861	64611	991	25275	170521	909620	47783	129200	331895	265399	149448	266741	158422	406454	166683	429127	156628	372147	242389	233934	83774	292422	55552	228304	104437	366202	162538	113830	286278	153648	63082	166430	118921	177742	232651	137129	138797	113369	183705	188731	189485	124102	254846	91216	129475	145571	132782	37187	4718	138161	187847	181914	95601	81050	172958	139898	483481	119454	162084	112218	349161	38304	193396	270928	200552	329606	189126	70255	214836	221801	75123	197303	418038	91083	78077	53087	144392	220509	78955	106630	179452	204081	56761	242994	357243	277932	71502	155844	124848	114416	70313	137548	150634	87269	106891	78689	82012	353	0
TJ2:bin_000227	1062656	1118840	1092323	1063234	517637	1128774	682071	1105883	1151742	1168960	570167	830423	1139270	1020818	1158950	1170033	1032508	384481	879824	1078679	1090330	1024716	1027502	1159664	941020	0	300	0	740	0	8596	150	257157	0	2042	1170	10552	82732	155697	0	169659	122204	3200	13651	79314	351223	848	1427	300	0	2623	53909	7384	3448	0	9489	552684	4247	296544	32940	354487	239002	69785	443411	268251	262460	207602	101996	235891	121259	137182	152087	276170	118	8265	3706	122223	232730	460923	931206	60801	97297	388012	185572	680210	269368	232438	43446	812348	120527	77811	324391	312735	150	59532	0	549	471870	87986	23907	9066	144236	7727	213659	137174	218112	120608	6340	63618	48003	170152	171616	37674	216731	342772	0	213947	142072	211885	11366	178990	72638	156418	1305	291309	219520	59525	119135	51873	215607	18233	5527	15766	152889	68835	213865	215294	178201	55157	208748	106375	74933	35747	39293	952	8299	0
TJ2:bin_000230	1601152	1583779	1534194	1566427	1732490	1318271	1738309	1379632	1286694	1765125	1297207	1096871	320358	1739983	1604874	668747	1876064	1593525	1087337	1867827	449902	1401811	506938	1514997	1891354	0	9953	0	11234	0	21378	3673	278215	73893	8780	7329	74869	331550	146451	9093	175656	28480	11122	3869	15541	442921	258681	4331	20779	10719	14190	144540	209381	288293	8819	48745	1233290	193598	296825	208046	552730	247133	95908	219405	13986	99692	500833	9457	63546	23655	312522	634859	348536	55378	6769	8572	438473	76099	539360	406039	232930	304573	655478	188343	793013	741013	1111818	66288	1271993	296389	251340	467887	227967	300501	366083	373900	4998	35605	95731	7606	13036	264449	32758	556507	54568	337262	119607	19747	9362	27463	59031	1134715	30098	781430	1011433	7130	258547	544368	98126	18324	70109	141676	473455	38337	307256	220751	200858	274438	27516	512397	707343	7941	233397	166826	7176	10016	257800	18330	94023	128121	261888	258270	227647	67039	6878	548	4558
TJ2:bin_000234	1108988	457264	850811	881813	1279697	686538	595389	474127	378077	571003	1050899	413000	583239	257239	828433	661836	809614	507143	463058	367032	812514	351124	470590	884921	274559	0	40520	0	14397	0	10273	9293	60810	6131	17359	5800	16704	52367	33032	27782	195800	55590	48276	30915	12399	60401	14968	246133	96013	173936	7616	60217	52982	80865	120636	37663	72118	67614	77330	51238	69109	180016	49875	157639	26985	381160	138394	36654	79632	14628	36260	47179	38222	10432	226057	56414	37464	115608	37392	288404	16971	53620	48589	46402	38563	67144	39180	32831	355243	54107	45567	21028	54123	492436	127705	17836	12138	35003	19025	53490	56050	48649	77908	56386	56583	29244	33465	11268	86434	4300	44636	46295	28797	77021	120858	21843	24220	47970	46330	133485	28742	32551	57109	37048	30913	24994	30784	53087	57167	48367	26422	24626	40399	42250	61600	35367	19505	155061	22757	26078	66331	25919	26661	44999	35881	0	150
TJ2:bin_000237	1165820	710731	135901	1132216	796998	1763723	989191	1540978	108128	57436	935874	189593	167002	934798	1906189	693374	450120	187458	227385	1040982	39604	74267	171918	575224	1627400	0	345613	0	260184	0	1950349	51515	50560	263764	803440	1108327	174209	255997	190881	4771	1366602	1547549	1151018	2043601	422946	232939	293775	7215	232725	5126	2172504	610008	230676	1736668	131893	197432	1815691	395005	270162	70412	1467786	821444	747185	439200	1614229	1978617	1119696	1605093	1693023	1454572	1179106	697537	450255	4436	208109	1248550	1594468	548648	612249	1746301	278707	2046800	632579	1061686	203639	1968138	1064525	1744637	1145153	482847	236103	438558	1683165	406376	424325	1939841	2163982	1240656	305944	1511648	1302273	475609	1213806	946498	1282785	575652	1587713	31125	348432	13177	1801774	627636	283274	804162	1207660	146107	1011339	467396	471316	804679	546457	1504912	893458	2655	524170	1076768	698916	395192	2112097	471492	1257689	533922	433036	1634893	639719	1407601	1259767	1577279	574095	534859	885227	309470	19660	2106429	172389	9643	906
TJ2:bin_000243	603518	709583	403135	490583	60138	519694	221277	751894	100207	760135	363367	192225	212631	181720	424837	389223	836060	62507	98556	903729	525877	246368	84368	362344	213825	0	148	0	661	0	2398	0	86495	0	11045	2422	2413	59870	17301	0	26621	9418	1596	6678	10518	50330	50972	6812	5305	3521	759	62684	53358	47479	4396	8374	211267	79045	96063	3233	87748	107973	9030	58124	71636	210286	55591	248711	4613	12767	10482	57202	127589	748	2180	3645	106763	44346	125636	21607	19218	26978	69847	54836	144645	84760	116046	24314	188879	42179	71884	64981	84289	3445	10022	3532	801	5933	5535	7881	1942	29372	3166	69025	4226	49287	7385	1644	133754	9841	11950	89891	4857	121006	112157	2552	19587	67458	34960	23345	20164	22175	25626	792	47599	36903	10407	60066	56665	55635	67350	4278	142712	46967	5631	5923	63245	12790	53255	50942	65157	42498	16508	4581	1151	0	0
TJ2:bin_000245	1777572	1837774	1892576	1048856	1861292	1748769	1425840	1660229	1888803	1807454	907922	1732568	1608973	1739148	1884897	1776171	1861743	1837102	1678003	1601029	1788814	1640448	757049	1706427	1623867	0	32222	0	19554	0	121920	34172	377535	18028	11679	26759	170222	241605	158336	33178	63332	91082	42051	49977	240481	195486	32329	44406	121237	48523	225753	256371	515661	58279	96137	211934	664295	87245	331453	303324	388088	362250	254048	850988	206281	255903	159205	126460	193676	57352	158318	310369	189390	54160	41343	68614	213457	137451	231244	275997	188805	182291	351618	319549	290854	186437	302707	116906	391376	228116	221155	375274	337173	53340	277223	154490	7271	162505	172708	62788	118908	122127	104513	256400	47799	199844	99634	553672	223441	135346	122478	398927	55043	335258	365603	206204	152772	311836	384162	191671	201412	144980	344420	43550	160617	135097	164182	313985	132722	201826	420203	340663	87579	148396	182893	220957	196142	216851	164891	165080	170516	195836	210016	240109	85884	531	0
TJ2:bin_000251	1402138	1271184	662183	131111	1457681	793510	182643	187114	101722	1363475	1124478	546640	752248	255381	1451771	14932	1230023	1259827	991541	1300824	196839	145801	43101	1234875	1232161	0	1588	0	3875	0	4142	877	274852	150	2724	2400	1694	119158	88599	1449	118107	3806	3569	4532	5115	5506	2958	3710	3251	2296	1933	4320	7058	3501	4449	4246	11569	4983	8012	4841	5944	269386	4890	7486	30620	3565	38841	1170	5601	4038	13347	10190	3644	3742	4330	4331	4991	148527	2724	6782	77811	4758	30413	45803	14705	149794	30879	4982	445639	181311	7224	24577	59177	2551	33935	1755	4633	35863	3417	3890	2618	150631	4325	206063	6181	2802	35088	9905	25593	949	2593	267456	1833	323796	274220	2288	1601	10749	46299	6898	1581	5054	171083	2097	185819	5658	6065	61773	7604	12609	2113	2424	22567	11439	1791	3711	3214	24568	29364	9347	61990	29003	13504	13799	3711	0	325
TJ2:bin_000253	673169	876517	585684	446099	1479352	1477266	648617	457544	624627	913385	992635	1329974	445170	384157	981785	740877	1183075	759325	752339	813664	714689	518459	517073	791243	885843	0	24192	0	3234	0	7537	16789	185604	2529	17176	4379	32766	163921	83707	6506	349096	161727	11064	46535	32933	88675	13012	275839	199513	147476	13109	230702	90708	191478	40651	80009	155244	33407	207182	234431	175108	236649	56151	176928	123857	136011	198305	258198	227072	22840	33533	128830	125178	8268	30709	201026	139096	266566	119129	387924	63399	207622	154872	51202	135153	399786	105894	82576	385130	151354	73119	96239	216912	285451	214387	30323	2902	93852	43637	387605	173207	94327	101369	83916	134290	52532	100118	4532	286276	31559	134872	170423	36003	375144	273449	123904	58447	260301	38080	136225	120014	40768	142325	51750	87328	120221	137225	216225	119456	41637	40553	137537	103723	114650	668461	184192	99917	73362	66456	55371	155523	78699	73027	166643	22845	1640	0
TJ2:bin_000258	5223	13232	7567	5047	1347054	3611	10931	6663	7477	3246	799420	257072	1962	3045	467954	3299	4215	4979	6018	7904	2339	8316	3554	920144	1096847	0	876895	0	98588	0	353	216934	945	892	17297	27120	144885	808	237506	423560	115985	315	649	481	3494	1687	74137	349	49739	3040	83914	128307	39420	39417	707	119	630	32737	1005	1738	780	1062	1034	456	1251	1431	22334	367	1030	17755	3336	398	34222	15810	260	1492	4574	101904	71154	2781	2186	690	572	162	569	529	1404	453	179852	748	756	1474	901	623	13513	711	51426	2043	460	1309	2119	25720	1870	22138	763	569	1081	67405	611	450	556	1269	158	4918	1241	530	905	1208	1400	1266	249	299	1416	55803	19237	1470	466	300	460	657	3694	371	1204	4822	408	230	308	1466	608	394	317	500	61379	11492	310	0	0
TJ2:bin_000261	1260793	25526	138347	151337	376161	410977	315364	189270	106924	108238	131658	146063	170771	36702	253661	336399	1991151	157093	91944	791586	129224	106670	13439	204328	44489	0	2404	0	618	0	1408	93	62669	150	2711	1887	3773	9479	4566	572	13150	87794	3974	862	1809	54577	1722	1444	707	7075	1592	7181	10880	2252	1694	50607	181501	579	16919	18396	3166	515913	74836	2028	20533	1724	79346	1013	61080	5074	8104	34527	26048	930	0	1473	4047	61108	12042	122084	65561	10076	6219	111368	10977	26789	35673	3696	204478	20542	70267	41561	91963	183318	1613	0	401	63655	1380	5453	3070	33591	4313	28824	4441	6130	18360	1671	29259	1943	1880	65333	18267	101539	123331	2214	16237	23281	7259	15011	1352	12008	129746	1141	18722	191691	23969	46496	2786	43340	2788	1263	26870	55216	150	97952	26649	14450	26964	12619	24088	11212	446	56338	28261	0	150
TJ2:bin_000262	1378019	1121606	1244737	411478	1545791	888148	1320640	925000	1175787	1569230	975400	1419265	477110	748704	1437042	440067	1594887	1126295	1326005	1413796	885641	748318	338166	1415135	1354457	0	9725	0	217735	0	28693	12870	345670	74955	35066	35682	546204	148078	414330	7915	54158	40814	29061	58778	60693	354592	56723	10352	26936	12200	22683	242800	113857	245922	46459	93313	167044	59389	331761	330946	145565	388650	120516	152014	170526	97651	163086	68549	55090	34019	76305	129582	280525	7969	77202	63488	144787	70039	190813	94079	281086	80696	213148	51777	403155	108683	89862	52586	180881	116746	196310	92784	279584	76545	115690	44934	24319	169624	16823	74839	63430	120900	33848	67652	28256	82644	133067	16080	72314	84242	39871	732810	13721	356656	119134	50210	65979	294207	74817	33727	46386	37189	616708	62018	141775	170216	206999	208838	82210	115243	102028	119731	89866	46439	50691	45063	74119	70764	73666	79101	107436	257516	444063	69107	9501	155	0
TJ2:bin_000263	888078	39360	82963	106555	1224624	812833	87843	62555	93696	55140	683210	672388	125959	162324	1120161	76493	449187	802494	777222	732294	27827	62294	14468	404460	1238435	94	781032	94	48288	94	2734	6344	136868	4993	12819	2493	53637	15150	179329	205126	280100	1423	2023	1380	3062	87672	50517	22589	330543	472260	14301	130114	106782	9888	62251	1046	49277	26747	20843	105464	32734	168615	80360	4111	57063	51370	123916	7381	98800	30658	36930	5085	73133	16201	4976	263584	12498	128135	102443	611940	79124	5890	10902	13319	13947	145883	65245	7260	124328	180479	18682	18642	163050	16995	218605	22118	9723	252381	4835	79653	120779	76717	97312	35489	36083	28000	112675	51621	4060	4522	32487	11801	2455	124532	138466	8690	11169	160152	52947	44422	2952	18082	57607	170506	177253	84358	44859	107720	35039	6550	49191	26106	10526	16815	4924	3430	4020	21899	11718	11436	111724	76739	89310	243473	3973	0	0
TJ2:bin_000267	521098	509836	385213	714227	351974	967441	321495	105719	37167	567267	382399	265371	496619	234186	174330	223231	1379047	199632	81834	437895	836366	107975	507551	404439	105167	0	2771	0	14232	0	47748	0	37622	0	891	966	23326	10319	23741	840	60419	49966	300	28330	18058	15775	21347	698	52460	100178	246	51906	65868	14184	113874	1175	99617	1342	23708	243430	101106	52803	134397	88149	134127	240480	20474	2868	12621	16814	11316	38470	15268	62042	147	4313	94782	4841	18851	61073	35288	23364	91878	39812	51534	95590	16896	62564	141988	40855	22601	64674	93176	26416	22695	71577	0	32164	14370	18882	23337	14588	29809	117224	61200	3401	26255	28178	62720	6424	75319	108522	43189	77829	54903	156	13370	53824	45288	3806	43361	13038	75124	19323	36503	37793	31368	22344	12374	15313	26033	4241	117584	48069	139257	5022	157408	76829	16210	7251	11419	17044	10444	121005	205	689	0
TJ2:bin_000270	89799	115512	154277	801927	1884786	760791	47515	24260	964119	788281	564226	501074	219707	1678113	262395	274941	622959	615613	2245925	722484	17308	828109	14085	284506	482780	0	119229	0	19594	0	606	2408	47869	673	19041	2201	21405	52733	40695	24597	4700	1291	2388	929	2970	94509	1766	825	27428	1433639	3522	76599	145522	41263	7336	3045	15065	10189	152727	300136	67577	112039	230652	5126	66424	1816	52164	2694	401994	4137	20630	6361	200161	6948	2094	29540	9251	52279	14387	35648	44343	3177	219355	8028	22064	145527	183326	1056	169918	49978	43537	11011	630566	9016	73108	2657	1969	247403	1694	3611	132774	39404	33067	35885	2812	19665	125320	6176	3928	22235	1972	11119	1901	70926	64939	1397	18532	143777	21258	3293	3156	13034	99846	54819	77224	12309	8790	34584	5100	24618	26604	3252	4583	6147	2545	3014	10385	59068	13846	13244	35084	146396	275716	25267	1259	0	260
TJ2:bin_000272	626919	1268318	435960	408684	267071	3023359	345212	453130	565320	686051	222254	224070	1887459	879073	587548	952582	431922	351676	128943	407630	483951	351928	508034	403399	195361	0	51306	0	14707	0	22371	12620	37072	11586	21980	23374	55706	206245	133121	34911	85362	29346	30445	22565	45311	200029	42212	45948	36834	147243	25216	70303	102124	108473	54213	32566	126429	27582	72091	193388	187324	120467	507343	126218	477789	301293	112420	198614	189531	34187	120924	184092	246258	14768	229852	67446	68281	52727	53926	105188	467535	55946	576421	287088	68657	131961	147777	26930	77203	94529	111182	97306	152029	1773137	42762	18048	12872	163957	50583	48459	152963	159288	423636	313748	56577	305441	743036	16456	150679	8933	73998	114767	67963	415295	549312	121989	202838	107277	510341	190776	70720	455583	36597	32528	385468	121324	208219	218633	44788	68494	38273	42243	45877	68422	29799	185609	62540	136155	190378	262049	756539	66250	19328	129206	29461	707	831
TJ2:bin_000274	738035	279800	690339	319243	492930	1928453	2239053	744820	615598	1220268	628705	2795041	1575593	1708554	1953103	484502	1510688	1237893	843761	2944941	2342271	685063	256330	1077720	168962	0	39422	0	7021	0	69336	11624	84033	13101	79085	62560	11320	55075	17092	52555	56389	10717	60069	39419	137517	25505	34575	44817	49664	48386	64520	72828	130883	190658	6326	70081	457049	97759	75721	135820	111486	72698	68356	18265	61973	43466	100397	16349	92249	285484	27669	192009	48176	66674	40433	24956	43405	52823	21113	20968	55591	71254	63600	69397	30697	23109	271092	93870	70158	30567	29102	21868	33864	17857	12260	5173	14934	29217	64963	51912	56611	101812	171073	85205	40379	110988	68194	55743	255555	3740	46700	233892	23939	158339	223630	13292	50774	77560	34371	112764	35250	92276	12043	21010	70053	114930	29052	95594	28923	38530	6606	70985	190869	76311	7468	217930	11111	55238	63126	113345	81948	46086	9187	22599	264466	193	473
TJ2:bin_000276	765091	159732	272044	280116	510328	1139319	533405	819781	125125	330938	552258	266389	436830	309854	717876	1076228	645774	189461	218670	783313	445113	59470	451284	482697	730343	0	36468	0	96690	0	97591	8524	121826	1990	70706	78728	77442	196934	108417	23408	342863	47900	123911	227575	419965	232923	284581	380284	273226	141704	32114	330175	122718	96118	93275	212198	311676	673704	104871	175377	360237	403730	336218	270043	272332	285254	144922	308416	189038	393004	233005	229895	211019	13739	46752	208682	279234	198013	205237	635870	135618	558391	406327	208922	112534	488352	227997	139999	498886	132136	207224	114791	481673	117622	230398	61778	38995	262459	286329	338948	251122	129853	100781	241059	239719	159525	196974	32062	387057	15897	280080	187681	152597	401272	370704	130183	140528	184894	138812	206789	37348	195570	271099	92406	285123	152546	195201	251012	300695	164642	120095	234211	151478	241353	134539	221618	159389	320212	125807	218480	386343	158117	104542	145475	137239	721	300
TJ2:bin_000278	1702516	1285148	381201	1021805	737758	1927670	1389935	2684370	301132	1115722	847858	714183	1488661	864254	2606846	2509438	785539	468131	703733	2627438	1136806	867032	75079	533748	620382	0	5301	0	2991	0	5468	11386	528197	36473	16032	45520	102532	174097	119138	174927	62331	9194	18478	5969	35841	97706	36565	14848	167580	106312	2699	316078	35560	9552	342147	103584	625118	17759	475520	355497	67469	102310	42122	60587	1212339	79443	101410	82674	16674	9306	37731	228747	183961	5652	5295	8207	153316	38721	500467	16714	43415	65834	99363	748437	392929	102404	693378	139362	121399	181730	210393	127767	89494	4165	40897	13296	10877	129569	15994	25791	35463	92368	8548	163141	12076	44984	51890	14710	474574	52572	313061	247087	9333	910566	179006	14209	172162	280132	49771	52806	24335	90382	86717	30740	105952	334095	102428	315648	303507	29994	137799	23276	753110	88361	17421	33953	93635	177665	285542	227098	89497	114057	40678	50861	13500	283	178
TJ2:bin_000279	1125916	1903216	492634	973527	1768967	883230	691037	1092564	240565	142443	1258028	298656	849833	236800	1635316	616231	78758	188405	17812	1209837	1114675	1094056	436550	323308	233050	0	145552	0	7459	0	36517	1120	8967	2244	224821	27396	26239	6538	80533	1753	201725	368823	213738	27321	12934	33212	116524	730130	34269	43980	2192	106337	48205	130130	648018	98547	571611	456645	393535	41216	129398	57199	241434	1002691	109831	44556	109018	24012	602060	34691	74979	132881	63041	1589	909523	216258	14987	276962	59864	401688	239336	397789	135159	92786	11012	182446	110450	172924	801074	91612	39495	30746	119420	152836	197090	259523	3640	31111	317571	104515	208830	58288	103908	273419	173779	84325	141513	4827	272431	4997	32809	80420	409109	421733	207581	165133	177114	145814	315716	36536	337672	165126	5608	17568	81929	7026	111096	96381	116447	90662	6096	6781	106087	309367	21112	277925	93193	394351	124487	89240	225468	83850	23168	106469	538335	425	0
